Benchmark,Overhead -O0,Overhead -O1,Overhead -O2,Overhead -O3
bt,0.038596558660364266,5.344006158607684,10.261207491933932,11.987373473859941
cg,-0.11181721612403273,1.6167580486433186,0.04977746544858608,1.6728678991005719
ep,1.242106647956498,0.5785805033821978,0.08411583952758761,0.08410573292139123
ft,-0.6324593634102982,2.4489237504560446,2.529591447117241,2.31966189607149
is,-0.6390850992263664,2.2248243559719105,-0.47058823529413374,0.5854800936768267
lu,5.107016138262566,-0.2658846529814185,1.456520975541209,1.4999651170902961
mg,0.4120581218824748,1.1942526590781766,0.5524861878453136,2.0773480662983346
sp,0.03623720447729628,5.61235918520715,8.490243798300657,12.078356426182534
