benchmark,loads_speedup,stores_speedup
bt,0.9999948612311854,1.0632292514457877
cg,1.0856143799160107,1.0028274744768226
ep,0.9261085993675949,1.0275634094615778
ft,0.8455712681789571,0.7916978854864126
is,1.0000005635800395,1.0000005912149927
lu,1.0013762440803449,1.1378773604759047
mg,0.9585248639258401,1.0343262414761398
sp,1.0320944702135662,1.0342040549750597
ua,1.0271082723680567,1.044676571208029
