benchmark,loads_speedup,stores_speedup
bt,0.9999951199518814,1.0611269272121122
cg,1.1016380866948896,1.0007186244010606
ep,0.9261079333804914,1.0275650927844364
ft,0.8438770187730378,0.7894192937987642
is,1.0000001443222484,1.0000001469222048
lu,1.0013545723308006,1.1381200306926895
mg,0.9451957557226963,1.0116901039495265
sp,1.0320769387835862,1.0320063375509478
ua,1.0278369312010471,1.045148726392465
